1365781329.232	355.976
1365781330.234	368.232
1365781331.234	372.024
1365781332.235	411.624
1365781333.236	423.672
1365781334.236	433.792
1365781335.237	478.864
1365781336.24	482.584
1365781337.242	486.248
1365781338.241	540.504
1365781339.242	586.976
1365781340.243	535.872
1365781341.244	675.44
1365781342.245	669.624
1365781343.246	715.6
1365781344.248	741.56
1365781345.249	791.92
1365781346.25	795.248
1365781347.251	871.56
1365781348.252	829.744
1365781349.255	849.752
1365781350.257	1013.432
1365781351.26	1091.36
1365781352.261	974.952
1365781353.261	1224.768
1365781354.262	1233.328
1365781355.264	1261.656
1365781356.264	1430.656
1365781357.267	1527.328
1365781358.268	1409.984
1365781359.268	1644.056
1365781360.269	1494.728
1365781361.273	1561.8
1365781362.277	1752.896
1365781363.278	1874.616
1365781364.279	1876.68
1365781365.282	2125.976
1365781366.283	2036.536
1365781367.287	1953.336
1365781368.288	2149.72
1365781369.289	2191.816
1365781370.289	1964.216
1365781371.29	2026.256
1365781372.291	1819.528
1365781373.292	1941.712
1365781374.294	1995.664
1365781375.3	2056.44
1365781376.301	1894.112
1365781377.311	2207.096
1365781378.313	2077.816
1365781379.313	1922.808
1365781380.314	2162.456
1365781381.315	2166.464
1365781382.322	2032.056
1365781383.323	2008.928
1365781384.323	1805.08
1365781385.324	1869.976
1365781386.325	1730.624
1365781387.325	1640.856
1365781388.326	1581.896
1365781389.328	1704.352
1365781390.329	1664.6
1365781391.329	1643.864
1365781392.33	1864.144
1365781393.331	1974.872
1365781394.332	1890.088
1365781395.333	1926.984
1365781396.335	1794.92
1365781397.336	1792.896
1365781398.337	1955.936
1365781399.338	2016.336
1365781400.341	1906.68
1365781401.343	2188.84
1365781402.344	2000.216
1365781403.348	2028.568
1365781404.35	2165.72
1365781405.351	2110.28
1365781406.352	2127.208
1365781407.355	2083.144
1365781408.357	1762.472
1365781409.358	1965.784
1365781410.359	2031.128
1365781411.362	2000.544
1365781412.363	1949.344
1365781413.364	2101.984
1365781414.365	2036.304
1365781415.367	1960.968
1365781416.369	2115.256
1365781417.369	2114.272
1365781418.371	2011.28
1365781419.371	2102.696
1365781420.372	1800.088
1365781421.373	1927.04
1365781422.374	2003.44
1365781423.376	2044.728
1365781424.377	1912.144
1365781425.378	2117.168
1365781426.38	2066.624
1365781427.381	1955.8
1365781428.385	2145.392
1365781429.387	2113.272
1365781430.387	2033.848
1365781431.39	2127.544
1365781432.391	1830.12
1365781433.392	1852.104
1365781434.394	2126.616
1365781435.395	2022.784
1365781436.395	1989.736
1365781437.397	2115.544
1365781438.397	1964.072
1365781439.399	1949.112
1365781440.399	1639.728
1365781441.4	1627.168
1365781442.4	1604.616
1365781443.401	1714.592
1365781444.403	1603.576
1365781445.403	1625.816
1365781446.405	1726
1365781447.405	1797.096
1365781448.406	1636.896
1365781449.407	1803.024
1365781450.409	1782.84
1365781451.41	1714.624
1365781452.411	1911.68
1365781453.412	1867.552
1365781454.413	1779.992
1365781455.414	1907.816
1365781456.415	1746.12
1365781457.416	1839.408
1365781458.416	1937.224
1365781459.417	1886.688
1365781460.417	1875.392
1365781461.419	1990.784
1365781462.42	2005.696
1365781463.421	1931.744
1365781464.423	2114.216
1365781465.425	2017.664
1365781466.427	2070.008
1365781467.43	2006.192
1365781468.432	1895.328
1365781469.435	1946.928
1365781470.436	2012.624
1365781471.438	1999.824
1365781472.442	2058.352
1365781473.442	2060.528
1365781474.443	1975.192
1365781475.447	1978.064
1365781476.448	2058.608
1365781477.449	2152.408
1365781478.45	1959.176
1365781479.452	2164.416
1365781480.452	1933.96
1365781481.454	2055.48
1365781482.454	2078.216
1365781483.455	1997.808
