1365780996.873760	116	e037eada	16957	72447c83	1	295
1365780996.924531	116	e037eada	16958	72448aed	1	826
1365780996.950987	116	e037eada	16959	724498a3	0	659
1365780996.951324	116	e037eada	16960	724498a3	1	659
1365780996.990840	116	e037eada	16961	7244a659	0	790
1365780996.991128	116	e037eada	16962	7244a659	1	789
1365780997.033318	116	e037eada	16963	7244b469	0	1056
1365780997.033495	116	e037eada	16964	7244b469	1	1056
1365780997.071235	116	e037eada	16965	7244c2d3	0	846
1365780997.071710	116	e037eada	16966	7244c2d3	0	846
1365780997.071821	116	e037eada	16967	7244c2d3	1	846
1365780997.112046	116	e037eada	16968	7244d0e3	0	828
1365780997.113397	116	e037eada	16969	7244d0e3	0	828
1365780997.113533	116	e037eada	16970	7244d0e3	1	827
1365780997.152384	116	e037eada	16971	7244def3	0	873
1365780997.153240	116	e037eada	16972	7244def3	0	873
1365780997.154898	116	e037eada	16973	7244def3	1	872
1365780997.192576	116	e037eada	16974	7244eca9	0	848
1365780997.192710	116	e037eada	16975	7244eca9	0	848
1365780997.193145	116	e037eada	16976	7244eca9	1	847
1365780997.233387	116	e037eada	16977	7244fab9	0	1061
1365780997.233857	116	e037eada	16978	7244fab9	1	1060
1365780997.277159	116	e037eada	16979	72450923	0	984
1365780997.278135	116	e037eada	16980	72450923	0	984
1365780997.279100	116	e037eada	16981	72450923	0	985
1365780997.279247	116	e037eada	16982	72450923	1	984
1365780997.317287	116	e037eada	16983	724516d9	0	1081
1365780997.317423	116	e037eada	16984	724516d9	0	1082
1365780997.317510	116	e037eada	16985	724516d9	1	1081
1365780997.360570	116	e037eada	16986	724525f7	0	985
1365780997.361872	116	e037eada	16987	724525f7	0	986
1365780997.362480	116	e037eada	16988	724525f7	1	985
1365780997.398610	116	e037eada	16989	724532f9	0	1120
1365780997.398751	116	e037eada	16990	724532f9	0	1120
1365780997.398818	116	e037eada	16991	724532f9	1	1120
1365780997.435247	116	e037eada	16992	72454271	0	1133
