1365781329.232	305.76
1365781330.234	333.072
1365781331.234	311.192
1365781332.235	337.288
1365781333.236	355.048
1365781334.236	350.608
1365781335.237	407.944
1365781336.24	363.608
1365781337.242	397.808
1365781338.241	436.592
1365781339.242	464.336
1365781340.243	489.68
1365781341.244	532.656
1365781342.245	549.488
1365781343.246	540.632
1365781344.248	582.432
1365781345.249	637.032
1365781346.25	646.824
1365781347.251	719.648
1365781348.252	624.128
1365781349.255	750.064
1365781350.257	819.104
1365781351.26	830.384
1365781352.261	869.256
1365781353.261	961.312
1365781354.262	976.32
1365781355.264	977.944
1365781356.264	1127.264
1365781357.267	1231.92
1365781358.268	1159.968
1365781359.268	1336.408
1365781360.269	1146.272
1365781361.273	1379.168
1365781362.277	1450.752
1365781363.278	1458.4
1365781364.279	1509.256
1365781365.282	1726.408
1365781366.283	1789.04
1365781367.287	1751.368
1365781368.288	2010.944
1365781369.289	2181.616
1365781370.289	1964.576
1365781371.29	2008.176
1365781372.291	1798.28
1365781373.292	2066.784
1365781374.294	2072.4
1365781375.3	1983.008
1365781376.301	2024.576
1365781377.311	2069.832
1365781378.313	2043.232
1365781379.313	1940.568
1365781380.314	2139.544
1365781381.315	2186.552
1365781382.322	1952.784
1365781383.323	2030.904
1365781384.323	1754.856
1365781385.324	1873.512
1365781386.325	1811.28
1365781387.325	1592.592
1365781388.326	1651.464
1365781389.328	1732.232
1365781390.329	1564.016
1365781391.329	1588.368
1365781392.33	1742.536
1365781393.331	2116.272
1365781394.332	2095.68
1365781395.333	1954.96
1365781396.335	1717.216
1365781397.336	1968.464
1365781398.337	2077
1365781399.338	1991.2
1365781400.341	1938.984
1365781401.343	2093.888
1365781402.344	1977.632
1365781403.348	2082.392
1365781404.35	2215.36
1365781405.351	2188.928
1365781406.352	1993.848
1365781407.355	2019.384
1365781408.357	1721.024
1365781409.358	2028.84
1365781410.359	2091.928
1365781411.362	1964.192
1365781412.363	2011.168
1365781413.364	2125.76
1365781414.365	2004.976
1365781415.367	1937.816
1365781416.369	2141.552
1365781417.369	2165.712
1365781418.371	1987.792
1365781419.371	2011.192
1365781420.372	1736.152
1365781421.373	2059.824
1365781422.374	2052.12
1365781423.376	2026.104
1365781424.377	2004.832
1365781425.378	2108.728
1365781426.38	2024.024
1365781427.381	1930.488
1365781428.385	2166.608
1365781429.387	2105.496
1365781430.387	1926.936
1365781431.39	2041.2
1365781432.391	1785.096
1365781433.392	2090.272
1365781434.394	2027.016
1365781435.395	1949.232
1365781436.395	2009.096
1365781437.397	2101.472
1365781438.397	1982.288
1365781439.399	1970.048
1365781440.399	2167.056
1365781441.4	2075.608
1365781442.4	1951.944
1365781443.401	2031.736
1365781444.403	1805.848
1365781445.403	2055.968
1365781446.405	2012.832
1365781447.405	2017.52
1365781448.406	1988.024
1365781449.407	2092.928
1365781450.409	2022.264
1365781451.41	1896.064
1365781452.411	2167.096
1365781453.412	2083.088
1365781454.413	1943.128
1365781455.414	2019.76
1365781456.415	1838.592
1365781457.416	2028.08
1365781458.416	2011.104
1365781459.417	1971.856
1365781460.417	2005.112
1365781461.419	2122.576
1365781462.42	2040.84
1365781463.421	1876.68
1365781464.423	2269.68
1365781465.425	2018.312
1365781466.427	2035.272
1365781467.43	1976.584
1365781468.432	1851.008
1365781469.435	2028.096
1365781470.436	2020.616
1365781471.438	1954.752
1365781472.442	2041.592
1365781473.442	2115.552
1365781474.443	1996.888
1365781475.447	1936.048
1365781476.448	2159.16
1365781477.449	2078.768
1365781478.45	1941.488
1365781479.452	1995.296
1365781480.452	1873.592
1365781481.454	2068.048
1365781482.454	2035.248
1365781483.455	1964.36
1365781484.456	2035.064
1365781485.457	2128.728
1365781486.461	2018.152
1365781487.462	1969.928
1365781488.462	2092.832
1365781489.463	2004.04
1365781490.464	1959.12
1365781491.465	1924.32
1365781492.466	1934.784
1365781493.467	2021.112
1365781494.469	2015.488
1365781495.47	1994.976
1365781496.471	2037.608
1365781497.483	2105.992
1365781498.484	1976.376
1365781499.485	1955.488
1365781500.486	2178.552
1365781501.487	2079.16
1365781502.488	1988.696
1365781503.488	1916.056
1365781504.488	1925.784
1365781505.489	2029.816
1365781506.491	2009.624
1365781507.492	1931.256
1365781508.494	2042.632
1365781509.495	2107.816
1365781510.496	1967.616
1365781511.497	1958.72
1365781512.499	2162.568
1365781513.499	2034.584
1365781514.5	1964.128
1365781515.501	1967.28
1365781516.502	1928.448
1365781517.503	2034
1365781518.504	2009.08
1365781519.505	1876.976
1365781520.506	2112.344
1365781521.507	2096.472
1365781522.508	1975.36
1365781523.508	1955
1365781524.509	2188.944
1365781525.51	2035.248
1365781526.511	2001.352
1365781527.514	1971.976
1365781528.514	1931.352
1365781529.515	2049.64
1365781530.516	1924.6
1365781531.517	1887.992
1365781532.518	2075.912
1365781533.519	2147.032
1365781534.52	2014.336
1365781535.526	1959.776
1365781536.53	2173.96
1365781537.531	2008.496
1365781538.532	2000.288
1365781539.532	1888.976
1365781540.535	1919.712
1365781541.536	2036.584
1365781542.537	2010.808
1365781543.538	1921.688
1365781544.539	2043.168
1365781545.54	2097.432
1365781546.541	1991.728
1365781547.543	1946.16
1365781548.546	2173.736
1365781549.547	2002.016
1365781550.548	2001.4
1365781551.55	1953.472
1365781552.551	1923.264
1365781553.552	2050.36
1365781554.553	1999.768
1365781555.553	1971.744
1365781556.555	2040.44
1365781557.555	2072.832
1365781558.556	1994.256
1365781559.559	2005.12
1365781560.562	2169.016
1365781561.564	1989.04
1365781562.569	2010.352
1365781563.57	1961.296
1365781564.57	1924.72
1365781565.573	2049.496
1365781566.574	2021.792
1365781567.575	1971.88
1365781568.578	2031.024
1365781569.58	2072.272
1365781570.581	2028.712
1365781571.582	1977.184
1365781572.588	2135.904
1365781573.59	1959.576
1365781574.59	2009.744
1365781575.591	1968.36
1365781576.592	2009.04
1365781577.592	2066.064
1365781578.594	2066.072
1365781579.595	1922.424
1365781580.596	2090.12
1365781581.602	2040.704
1365781582.602	2058.52
1365781583.601	1910.544
1365781584.602	2045.304
1365781585.603	1988.312
1365781586.612	2064.136
1365781587.61	1931.264
1365781588.62	1960.864
1365781589.62	2066.456
1365781590.622	2055.384
1365781591.623	1916.152
1365781592.625	2027.896
1365781593.626	2050.216
1365781594.628	2013.112
1365781595.63	1995.352
1365781596.632	2109.072
