1365780996.904184	116	c3aff6af	7916	7244ac23	0	1058
1365780996.904357	116	c3aff6af	7917	7244ac23	0	1057
1365780996.904737	116	c3aff6af	7918	7244ac23	0	1058
1365780996.905266	116	c3aff6af	7919	7244ac23	0	1057
1365780996.905365	116	c3aff6af	7920	7244ac23	0	1058
1365780996.905447	116	c3aff6af	7921	7244ac23	1	1057
1365780996.930981	116	c3aff6af	7922	7244b9d9	1	295
1365780996.975710	116	c3aff6af	7923	7244c7e9	1	363
1365780997.012327	116	c3aff6af	7924	7244d5f9	1	365
1365780997.053307	116	c3aff6af	7925	7244e409	1	488
1365780997.092641	116	c3aff6af	7926	7244f219	1	557
1365780997.132632	116	c3aff6af	7927	724500dd	1	740
1365780997.175948	116	c3aff6af	7928	72450e39	1	821
1365780997.225896	116	c3aff6af	7929	72451ca3	1	893
1365780997.261664	116	c3aff6af	7930	72452ab3	1	915
1365780997.301537	116	c3aff6af	7931	72453977	1	807
1365780997.334389	116	c3aff6af	7932	72454679	0	641
1365780997.334553	116	c3aff6af	7933	72454679	1	640
1365780997.378968	116	c3aff6af	7934	724554e3	1	1167
1365780997.417090	116	c3aff6af	7935	7245634d	1	1123
1365780997.458954	116	c3aff6af	7936	724570a9	0	651
1365780997.459108	116	c3aff6af	7937	724570a9	1	650
1365780997.497144	116	c3aff6af	7938	72457f13	1	1192
1365780997.536532	116	c3aff6af	7939	72458d23	1	1155
1365780997.577000	116	c3aff6af	7940	72459ad9	1	1050
1365780997.615682	116	c3aff6af	7941	7245a8e9	0	709
1365780997.615996	116	c3aff6af	7942	7245a8e9	1	708
1365780997.654533	116	c3aff6af	7943	7245b6f9	1	1167
1365780997.694032	116	c3aff6af	7944	7245c509	1	1068
1365780997.737100	116	c3aff6af	7945	7245d3cd	0	691
1365780997.737291	116	c3aff6af	7946	7245d3cd	1	691
1365780997.773979	116	c3aff6af	7947	7245e183	0	738
1365780997.774955	116	c3aff6af	7948	7245e183	1	737
1365780997.813657	116	c3aff6af	7949	7245ef39	0	663
1365780997.813940	116	c3aff6af	7950	7245ef39	1	662
1365780997.855205	116	c3aff6af	7951	7245fd49	0	641
1365780997.855541	116	c3aff6af	7952	7245fd49	1	641
1365780997.894200	116	c3aff6af	7953	72460b59	0	994
1365780997.894500	116	c3aff6af	7954	72460b59	0	994
1365780997.894805	116	c3aff6af	7955	72460b59	1	994
1365780997.933666	116	c3aff6af	7956	72461969	0	891
1365780997.933816	116	c3aff6af	7957	72461969	1	890
1365780997.972961	116	c3aff6af	7958	724627d3	0	938
1365780997.973356	116	c3aff6af	7959	724627d3	1	938
1365780998.013707	116	c3aff6af	7960	724635e3	0	976
1365780998.013862	116	c3aff6af	7961	724635e3	1	976
1365780998.054731	116	c3aff6af	7962	724643f3	0	898
1365780998.055106	116	c3aff6af	7963	724643f3	1	898
1365780998.098812	116	c3aff6af	7964	72465203	0	939
1365780998.098971	116	c3aff6af	7965	72465203	1	938
1365780998.136453	116	c3aff6af	7966	7246606d	0	943
1365780998.136597	116	c3aff6af	7967	7246606d	1	942
1365780998.173303	116	c3aff6af	7968	72466dc9	0	870
1365780998.173498	116	c3aff6af	7969	72466dc9	1	870
1365780998.215264	116	c3aff6af	7970	72467bd9	0	843
1365780998.215455	116	c3aff6af	7971	72467bd9	1	842
1365780998.257786	116	c3aff6af	7972	72468af7	0	801
1365780998.257955	116	c3aff6af	7973	72468af7	1	800
1365780998.299854	116	c3aff6af	7974	724698ad	0	815
1365780998.300867	116	c3aff6af	7975	724698ad	1	814
1365780998.337328	116	c3aff6af	7976	7246a6bd	0	864
1365780998.337758	116	c3aff6af	7977	7246a6bd	1	863
1365780998.378863	116	c3aff6af	7978	7246b419	0	842
1365780998.379025	116	c3aff6af	7979	7246b419	1	842
1365780998.414183	116	c3aff6af	7980	7246c283	0	783
1365780998.414458	116	c3aff6af	7981	7246c283	1	782
1365780998.458968	116	c3aff6af	7982	7246d0ed	0	845
1365780998.459317	116	c3aff6af	7983	7246d0ed	1	844
1365780998.499268	116	c3aff6af	7984	7246dfb1	0	965
1365780998.499529	116	c3aff6af	7985	7246dfb1	1	964
1365780998.544318	116	c3aff6af	7986	7246edc1	0	1022
1365780998.555027	116	c3aff6af	7987	7246edc1	1	1021
1365780998.589642	116	c3aff6af	7988	7246fded	0	980
1365780998.589823	116	c3aff6af	7989	7246fded	1	979
1365780998.620592	116	c3aff6af	7990	724708d3	0	945
1365780998.620879	116	c3aff6af	7991	724708d3	1	945
1365780998.656417	116	c3aff6af	7992	724716e3	0	877
1365780998.656587	116	c3aff6af	7993	724716e3	1	876
1365780998.700824	116	c3aff6af	7994	724725a7	0	909
1365780998.701805	116	c3aff6af	7995	724725a7	1	909
1365780998.733352	116	c3aff6af	7996	724732a9	0	778
1365780998.735663	116	c3aff6af	7997	724732a9	1	777
1365780998.773785	116	c3aff6af	7998	724740b9	0	795
1365780998.775254	116	c3aff6af	7999	724740b9	1	795
1365780998.814702	116	c3aff6af	8000	72474ec9	0	807
1365780998.814871	116	c3aff6af	8001	72474ec9	1	807
1365780998.855632	116	c3aff6af	8002	72475d33	0	768
1365780998.855834	116	c3aff6af	8003	72475d33	1	767
1365780998.893495	116	c3aff6af	8004	72476ae9	0	777
1365780998.893677	116	c3aff6af	8005	72476ae9	1	776
1365780998.935653	116	c3aff6af	8006	724779ad	0	846
1365780998.935805	116	c3aff6af	8007	724779ad	1	846
1365780998.975214	116	c3aff6af	8008	724787bd	0	746
1365780998.975455	116	c3aff6af	8009	724787bd	1	745
1365780999.014938	116	c3aff6af	8010	72479519	0	890
1365780999.015133	116	c3aff6af	8011	72479519	1	889
1365780999.055844	116	c3aff6af	8012	7247a329	0	878
1365780999.056697	116	c3aff6af	8013	7247a329	1	878
1365780999.097277	116	c3aff6af	8014	7247b193	0	1017
1365780999.097454	116	c3aff6af	8015	7247b193	1	1017
1365780999.135200	116	c3aff6af	8016	7247bf49	0	1142
1365780999.135535	116	c3aff6af	8017	7247bf49	1	1141
1365780999.175753	116	c3aff6af	8018	7247cdb3	0	1142
1365780999.176062	116	c3aff6af	8019	7247cdb3	1	1141
1365780999.218111	116	c3aff6af	8020	7247dc1d	0	926
1365780999.218318	116	c3aff6af	8021	7247dc1d	1	926
1365780999.254974	116	c3aff6af	8022	7247e979	0	1063
1365780999.255315	116	c3aff6af	8023	7247e979	1	1063
1365780999.294172	116	c3aff6af	8024	7247f789	0	884
1365780999.294720	116	c3aff6af	8025	7247f789	1	883
1365780999.337111	116	c3aff6af	8026	72480599	0	734
1365780999.338275	116	c3aff6af	8027	72480599	1	733
1365780999.378238	116	c3aff6af	8028	72481403	1	1146
1365780999.416114	116	c3aff6af	8029	7248226d	1	1193
1365780999.457218	116	c3aff6af	8030	7248307d	0	672
1365780999.458440	116	c3aff6af	8031	7248307d	1	671
1365780999.493405	116	c3aff6af	8032	72483dd9	0	778
1365780999.493946	116	c3aff6af	8033	72483dd9	1	777
1365780999.534109	116	c3aff6af	8034	72484c9d	0	710
1365780999.534286	116	c3aff6af	8035	72484c9d	1	709
1365780999.576535	116	c3aff6af	8036	72485b07	0	757
1365780999.576721	116	c3aff6af	8037	72485b07	1	756
1365780999.613682	116	c3aff6af	8038	72486809	0	788
1365780999.613849	116	c3aff6af	8039	72486809	1	787
1365780999.654413	116	c3aff6af	8040	72487619	0	713
1365780999.655506	116	c3aff6af	8041	72487619	1	712
1365780999.695593	116	c3aff6af	8042	724884dd	0	941
1365780999.695901	116	c3aff6af	8043	724884dd	1	941
1365780999.735209	116	c3aff6af	8044	72489239	0	862
1365780999.735847	116	c3aff6af	8045	72489239	1	862
1365780999.775153	116	c3aff6af	8046	7248a049	0	979
1365780999.775340	116	c3aff6af	8047	7248a049	1	978
1365780999.816043	116	c3aff6af	8048	7248ae59	0	828
1365780999.816210	116	c3aff6af	8049	7248ae59	0	828
1365780999.816360	116	c3aff6af	8050	7248ae59	1	828
1365780999.854912	116	c3aff6af	8051	7248bcc3	0	1188
1365780999.855189	116	c3aff6af	8052	7248bcc3	1	1187
1365780999.894451	116	c3aff6af	8053	7248ca79	0	822
1365780999.894805	116	c3aff6af	8054	7248ca79	0	823
1365780999.896429	116	c3aff6af	8055	7248ca79	1	822
1365780999.933302	116	c3aff6af	8056	7248d889	0	1071
1365780999.933430	116	c3aff6af	8057	7248d889	1	1070
1365780999.975145	116	c3aff6af	8058	7248e699	0	957
1365780999.975320	116	c3aff6af	8059	7248e699	1	956
1365781000.016019	116	c3aff6af	8060	7248f503	0	865
1365781000.016682	116	c3aff6af	8061	7248f503	1	864
1365781000.054758	116	c3aff6af	8062	724903c7	0	946
1365781000.055680	116	c3aff6af	8063	724903c7	1	945
1365781000.093952	116	c3aff6af	8064	724910c9	0	881
1365781000.094239	116	c3aff6af	8065	724910c9	1	880
1365781000.135803	116	c3aff6af	8066	72491f8d	0	774
1365781000.135962	116	c3aff6af	8067	72491f8d	1	774
1365781000.174091	116	c3aff6af	8068	72492ce9	0	880
1365781000.174330	116	c3aff6af	8069	72492ce9	1	879
1365781000.213983	116	c3aff6af	8070	72493b53	0	762
1365781000.214903	116	c3aff6af	8071	72493b53	1	761
1365781000.254918	116	c3aff6af	8072	724949bd	0	802
1365781000.255698	116	c3aff6af	8073	724949bd	1	802
1365781000.295115	116	c3aff6af	8074	724957cd	0	824
1365781000.295330	116	c3aff6af	8075	724957cd	1	823
1365781000.333997	116	c3aff6af	8076	72496529	0	900
1365781000.334263	116	c3aff6af	8077	72496529	1	899
1365781000.375429	116	c3aff6af	8078	72497339	0	959
1365781000.375813	116	c3aff6af	8079	72497339	1	958
1365781000.419637	116	c3aff6af	8080	72498257	0	901
1365781000.420211	116	c3aff6af	8081	72498257	1	901
1365781000.453548	116	c3aff6af	8082	72498fb3	0	862
1365781000.453739	116	c3aff6af	8083	72498fb3	1	862
1365781000.501216	116	c3aff6af	8084	72499dc3	0	812
1365781000.501895	116	c3aff6af	8085	72499dc3	1	811
1365781000.540662	116	c3aff6af	8086	7249ad3b	0	805
1365781000.540875	116	c3aff6af	8087	7249ad3b	1	804
1365781000.573903	116	c3aff6af	8088	7249b9e3	0	820
1365781000.574026	116	c3aff6af	8089	7249b9e3	1	819
1365781000.612291	116	c3aff6af	8090	7249c799	0	820
1365781000.612843	116	c3aff6af	8091	7249c799	1	819
1365781000.654673	116	c3aff6af	8092	7249d5a9	0	861
1365781000.654979	116	c3aff6af	8093	7249d5a9	1	861
1365781000.692860	116	c3aff6af	8094	7249e413	0	898
1365781000.692993	116	c3aff6af	8095	7249e413	1	898
1365781000.732123	116	c3aff6af	8096	7249f1c9	0	902
1365781000.732782	116	c3aff6af	8097	7249f1c9	1	902
1365781000.772872	116	c3aff6af	8098	7249ffd9	0	895
1365781000.773399	116	c3aff6af	8099	7249ffd9	1	894
1365781000.812465	116	c3aff6af	8100	724a0de9	0	987
1365781000.813031	116	c3aff6af	8101	724a0de9	1	987
1365781000.855339	116	c3aff6af	8102	724a1cad	0	1043
1365781000.855518	116	c3aff6af	8103	724a1cad	1	1042
1365781000.892797	116	c3aff6af	8104	724a2a09	0	815
1365781000.893689	116	c3aff6af	8105	724a2a09	1	814
1365781000.934125	116	c3aff6af	8106	724a3819	0	756
1365781000.934294	116	c3aff6af	8107	724a3819	1	756
1365781001.016500	116	c3aff6af	8108	724a5439	0	991
